,symbol,profile
description,IBDH,"The investment seeks to track the investment results of the Bloomberg Barclays December 2018 Maturity Corporate Index, which is composed of U.S. dollar-denominated, investment-grade corporate bonds maturing in 2018.
 The fund generally will invest at least 90% of its assets in the component securities (including indirect investments through the underlying fund) of the underlying index. The underlying index includes U.S. dollar-denominated, investment-grade securities publicly issued by U.S. and non-U.S. corporate issuers that have $300 million or more of outstanding face value at the time of inclusion."
exchange,IBDH,NYSE Arca
industry,IBDH,
sector,IBDH,
website,IBDH,http://www.ishares.com
ceo,IBDK,
companyName,IBDK,iShares iBonds Dec 2019 Term Corporate
description,IBDK,"The investment seeks to track the investment results of the Bloomberg Barclays December 2019 Maturity Corporate Index which composed of U.S. dollar-denominated, investment-grade corporate bonds maturing in 2019.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index. The underlying index includes U.S. dollar-denominated, investment-grade securities publicly issued by U.S. and non-U.S. corporate issuers that have $300 million or more of outstanding face value at the time of inclusion. The fund is non-diversified."
exchange,IBDK,NYSE Arca
industry,IBDK,
sector,IBDK,
website,IBDK,http://www.ishares.com
ceo,IBDN,
companyName,IBDN,iShares iBonds Dec 2022 Term Corporate
description,IBDN,"The investment seeks to track the investment results of the Bloomberg Barclays December 2022 Maturity Corporate Index which composed of U.S. dollar-denominated, investment-grade corporate bonds maturing in 2022.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index. The underlying index is composed of U.S. dollar-denominated, taxable, investment-grade corporate bonds scheduled to mature after December 31, 2021 and before December 16, 2022. The fund is non-diversified."
exchange,IBDN,NYSE Arca
industry,IBDN,
sector,IBDN,
website,IBDN,http://www.ishares.com
ceo,IBDO,
companyName,IBDO,iShares iBonds Dec 2023 Term Corporate
description,IBDO,"The investment seeks to track the investment results of the Bloomberg Barclays December 2023 Maturity Corporate Index which composed of U.S. dollar-denominated, investment-grade corporate bonds maturing in 2023.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index. The underlying index is composed of U.S. dollar-denominated, taxable, investment-grade corporate bonds scheduled to mature after December 31, 2022 and before December 16, 2023. The fund is non-diversified."
exchange,IBDO,NYSE Arca
industry,IBDO,
sector,IBDO,
website,IBDO,http://www.ishares.com
ceo,IBDP,
companyName,IBDP,iShares iBonds Dec 2024 Term Corporate
description,IBDP,"The investment seeks to track the investment results of the Bloomberg Barclays December 2024 Maturity Corporate Index which composed of U.S. dollar-denominated, investment-grade corporate bonds maturing in 2024.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index. The underlying index is composed of U.S. dollar-denominated, taxable, investment-grade corporate bonds scheduled to mature after December 31, 2023 and before December 16, 2024. The fund is non-diversified."
exchange,IBDP,NYSE Arca
industry,IBDP,
sector,IBDP,
website,IBDP,http://www.ishares.com
ceo,IBDR,
companyName,IBDR,iShares iBonds Dec 2026 Term Corporate
description,IBDR,"The investment seeks to track the investment results of the Bloomberg Barclays December 2026 Maturity Corporate Index composed of U.S. dollar-denominated, investment-grade corporate bonds maturing in 2026.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index, and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index includes U.S. dollar-denominated, investment-grade securities publicly issued by U.S. and non-U.S. corporate issuers that have $300 million or more of outstanding face value at the time of inclusion. It is non-diversified."
exchange,IBDR,NYSE Arca
industry,IBDR,
sector,IBDR,
website,IBDR,http://www.ishares.com
ceo,IBDS,
companyName,IBDS,iShares iBonds Dec 2027 Term Corporate
description,IBDS,"The investment seeks to meet its investment objective generally by investing in individual securities which satisfy the criteria of the Bloomberg Barclays December 2027 Maturity Corporate Index.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index, except during the last months of the fund's operations, and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents, including shares of money market funds. The index is composed of U.S. dollar-denominated, investment-grade corporate bonds maturing in 2027. The fund is non-diversified."
exchange,IBDS,NYSE Arca
industry,IBDS,
sector,IBDS,
website,IBDS,http://www.ishares.com
ceo,IBKCO,Daryl G. Byrd
companyName,IBKCO,IBERIABANK Corporation Depositary Shares Representing Series C Fixed to Floating
description,IBKCO,"IBERIABANK Corp provides commercial banking as well as financial services, including retail banking, private banking, and mortgages."
exchange,IBKCO,Nasdaq Global Select
industry,IBKCO,Banks
sector,IBKCO,Financial Services
website,IBKCO,http://www.iberiabank.com
ceo,IBMK,
companyName,IBMK,iShares iBonds Dec 2022 Term Muni Bond
description,IBMK,"The investment seeks to track the investment results of the S&P AMT-Free Municipal Series Dec 2022 IndexTM, which measures the performance of investment-grade, non-callable U.S. municipal bonds maturing in 2022.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index, and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents, including shares of money market funds advised by BFA or its affiliates, as well as in securities not included in the underlying index, but which BFA believes will help the fund track the underlying index. It is non-diversified."
exchange,IBMK,NYSE Arca
industry,IBMK,
sector,IBMK,
website,IBMK,http://www.ishares.com
ceo,IBML,
companyName,IBML,iShares iBonds Dec 2023 Term Muni Bond
description,IBML,"The investment seeks to track the investment results of the S&P AMT-Free Municipal Series Dec 2023 IndexTM composed of investment-grade U.S. municipal bonds maturing after December 31, 2022 and before December 2, 2023.
 The fund generally will invest at least 90% of its assets in the component securities of the index, and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index includes municipal bonds primarily from issuers that are state or local governments or agencies such that the interest on the bonds is exempt from U.S. federal income taxes. The fund is non-diversified."
exchange,IBML,BATS Exchange
industry,IBML,
sector,IBML,
website,IBML,http://www.ishares.com
ceo,ICB,John H. Gernon
companyName,ICB,MS Income Securities Inc.
description,ICB,"Morgan Stanley Income Securities Inc is a closed-end fund. Its objective is to seek a high level of current income and as a secondary objective, capital appreciation by investing in a diversified portfolio of debt issued by corporations."
exchange,ICB,New York Stock Exchange
industry,ICB,Asset Management
sector,ICB,Financial Services
website,ICB,http://www.morganstanley.com
ceo,ICCC,
companyName,ICCC,ImmuCell Corporation
description,ICCC,"ImmuCell Corp is engaged in the development, acquisition, manufacture and sale of products that improve the health and productivity of cows for the dairy and beef industries. Its products include First Defense, Wipe Out Dairy Wipes and CMT."
exchange,ICCC,NASDAQ Capital Market
industry,ICCC,Biotechnology
sector,ICCC,Healthcare
website,ICCC,http://www.immucell.com
ceo,ICCH,Arron K. Sutherland
companyName,ICCH,ICC Holdings Inc.
description,ICCH,"ICC Holdings Inc is a specialty insurance carrier primarily underwriting commercial multi-peril, liquor liability, workers' compensation, and umbrella liability coverages for the food and beverage industry."
exchange,ICCH,NASDAQ Capital Market
industry,ICCH,Insurance - Specialty
sector,ICCH,Financial Services
website,ICCH,http://www.ilcasco.com
ceo,ICI,
companyName,ICI,iPath Optimized Currency Carry ETN
description,ICI,"The investment seeks to provide investors with exposure to the Barclays Optimized Currency Carry Index¿. 
The Barclays Optimized Currency Carry Index¿ (the ""index"") is designed to reflect the total return of an ""Intelligent Carry Strategy,"" which, through an objective and systematic methodology, seeks to capture the returns that are potentially available from a strategy of investing in high-yielding currencies with the exposure financed by borrowings in low-yielding currencies sometimes referred to as the ""carry trade."""
exchange,ICI,NYSE Arca
industry,ICI,
sector,ICI,
website,ICI,http://www.barclaysinvestments.co.uk
ceo,ICOW,
companyName,ICOW,Pacer Developed Markets International Cash Cows 100
description,ICOW,"The investment seeks to track the total return performance, before fees and expenses, of the Pacer Developed Markets International Cash Cows 100 Index.
 The fund will invest at least 80% of its total assets (exclusive of collateral held from securities lending) in the component securities of the index and investments that have economic characteristics that are substantially identical to the economic characteristics of such component securities. The index uses an objective, rules-based methodology to provide exposure to large and mid-capitalization non-U.S. companies in developed markets with high free cash flow yields. The fund is non-diversified."
